timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1585102757468,1166,HTTP Request,200,OK,Thread Group 1-177,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1166,utf-8,1,0,DESKTOP-R960KRP,0,971
1585102757226,1408,HTTP Request,200,OK,Thread Group 1-167,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1408,utf-8,1,0,DESKTOP-R960KRP,0,1185
1585102757227,1406,HTTP Request,200,OK,Thread Group 1-162,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1406,utf-8,1,0,DESKTOP-R960KRP,0,1192
1585102757475,1157,HTTP Request,200,OK,Thread Group 1-77,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1157,utf-8,1,0,DESKTOP-R960KRP,0,951
1585102757266,1366,HTTP Request,200,OK,Thread Group 1-141,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1366,utf-8,1,0,DESKTOP-R960KRP,0,1152
1585102757432,1200,HTTP Request,200,OK,Thread Group 1-146,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1200,utf-8,1,0,DESKTOP-R960KRP,0,987
1585102757246,1386,HTTP Request,200,OK,Thread Group 1-85,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1386,utf-8,1,0,DESKTOP-R960KRP,0,1171
1585102757249,1445,HTTP Request,200,OK,Thread Group 1-80,text,true,,1905,130,95,95,https://reqres.in/api/users?page=2,,1445,utf-8,1,0,DESKTOP-R960KRP,0,1282
1585102757246,1383,HTTP Request,200,OK,Thread Group 1-88,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1383,utf-8,1,0,DESKTOP-R960KRP,0,1167
1585102757236,1393,HTTP Request,200,OK,Thread Group 1-127,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1393,utf-8,1,0,DESKTOP-R960KRP,0,1176
