timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1587873773353,665,SingleUser,200,OK,Master thread Group 1-9,text,true,,1078,125,10,10,https://reqres.in/api/users/2,665,0,498
1587873773348,673,SingleUser,200,OK,Master thread Group 1-4,text,true,,1078,125,10,10,https://reqres.in/api/users/2,673,0,509
1587873773348,677,CollectionUsers,200,OK,Master thread Group 1-6,text,true,,1477,125,10,10,https://reqres.in/api/unknown,675,0,511
1587873773347,709,ListUsers,200,OK,Master thread Group 1-8,text,true,,19308,114,10,10,https://reqres.in/,694,0,526
1587873773347,723,CollectionUsers,200,OK,Master thread Group 1-5,text,true,,1477,125,10,10,https://reqres.in/api/unknown,722,0,546
1587873773348,730,ListUsers,200,OK,Master thread Group 1-7,text,true,,19308,114,10,10,https://reqres.in/,712,0,538
1587873773347,733,ListUsers,200,OK,Master thread Group 1-1,text,true,,19308,114,10,10,https://reqres.in/,717,0,539
1587873773348,738,SingleUser,200,OK,Master thread Group 1-2,text,true,,1078,125,10,10,https://reqres.in/api/users/2,738,0,558
1587873773347,774,ListUsers,200,OK,Master thread Group 1-3,text,true,,19308,114,10,10,https://reqres.in/,763,0,574
1587873773354,770,CollectionUsers,200,OK,Master thread Group 1-10,text,true,,1477,125,10,10,https://reqres.in/api/unknown,770,0,585
1587873774022,165,CollectionUsers,200,OK,Master thread Group 1-4,text,true,,1477,125,10,10,https://reqres.in/api/unknown,164,0,0
1587873774057,171,CollectionUsers,200,OK,Master thread Group 1-8,text,true,,1477,125,10,10,https://reqres.in/api/unknown,170,0,0
1587873774081,173,CollectionUsers,200,OK,Master thread Group 1-1,text,true,,1477,125,10,10,https://reqres.in/api/unknown,172,0,0
1587873774122,187,CollectionUsers,200,OK,Master thread Group 1-3,text,true,,1477,125,10,10,https://reqres.in/api/unknown,184,0,0
1587873774019,732,ListUsers,200,OK,Master thread Group 1-9,text,true,,19308,114,10,10,https://reqres.in/,719,0,541
1587873774026,736,SingleUser,200,OK,Master thread Group 1-6,text,true,,1078,125,9,9,https://reqres.in/api/users/2,736,0,547
1587873774071,756,ListUsers,200,OK,Master thread Group 1-5,text,true,,19308,114,8,8,https://reqres.in/,741,0,554
1587873774080,758,CollectionUsers,200,OK,Master thread Group 1-7,text,true,,1477,125,7,7,https://reqres.in/api/unknown,758,0,568
1587873774087,751,ListUsers,200,OK,Master thread Group 1-2,text,true,,19308,114,7,7,https://reqres.in/,728,0,546
1587873774188,681,CollectionUsers,200,OK,Master thread Group 1-4,text,true,,1477,125,5,5,https://reqres.in/api/unknown,680,0,515
1587873774125,749,SingleUser,200,OK,Master thread Group 1-10,text,true,,1078,125,4,4,https://reqres.in/api/users/2,749,0,563
1587873774229,728,ListUsers,200,OK,Master thread Group 1-8,text,true,,19308,114,3,3,https://reqres.in/,713,0,537
1587873774310,665,ListUsers,200,OK,Master thread Group 1-3,text,true,,19308,114,2,2,https://reqres.in/,651,0,488
1587873774255,723,SingleUser,200,OK,Master thread Group 1-1,text,true,,1078,125,1,1,https://reqres.in/api/users/2,723,0,543
